protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
B4DP52,192,0.29358,112,0.38889
PUSL1,5,0.00765,1,0.00347
C9JME2,30,0.04587,17,0.05903
XPO5,66,0.10092,29,0.10069
F8WBW8,0,0.0,2,0.00694
E7EN65,136,0.20795,69,0.23958
ZDBF2,2,0.00306,0,0.0
H7C0E5,5,0.00765,2,0.00694
H0Y6K2,12,0.01835,4,0.01389
H7C3T4,145,0.22171,102,0.35417
A6NER6,10,0.01529,1,0.00347
E5RKA7,1,0.00153,0,0.0
Q6ZTM6,0,0.0,1,0.00347
B7Z332,22,0.03364,20,0.06944
C9JZC2,1,0.00153,0,0.0
FA84A,15,0.02294,6,0.02083
K7ESL0,27,0.04128,12,0.04167
WDR91,7,0.0107,1,0.00347
RL10A,143,0.21865,96,0.33333
H0YD65,0,0.0,1,0.00347
STS,2,0.00306,1,0.00347
HINT2,75,0.11468,36,0.125
K7ESM5,33,0.05046,20,0.06944
I6L9E5,6,0.00917,2,0.00694
C9JPB1,1,0.00153,0,0.0
F5H8J2,318,0.48624,192,0.66667
INT10,1,0.00153,1,0.00347
B4DT23,25,0.03823,17,0.05903
IQEC3,1,0.00153,1,0.00347
E9PG32,0,0.0,2,0.00694
E5RFH6,26,0.03976,18,0.0625
E5RJS5,2,0.00306,1,0.00347
S31C2,1,0.00153,0,0.0
EDF1,39,0.05963,25,0.08681
MYH3,1,0.00153,4,0.01389
O10R2,0,0.0,1,0.00347
MCM7,115,0.17584,83,0.28819
LIMS2,1,0.00153,1,0.00347
F8VS81,78,0.11927,49,0.17014
B4DR64,50,0.07645,34,0.11806
CP013,3,0.00459,2,0.00694
C9J0S5,152,0.23242,98,0.34028
E9PIE3,53,0.08104,32,0.11111
F8WDZ4,11,0.01682,5,0.01736
B7Z227,1,0.00153,2,0.00694
C9JCW7,18,0.02752,13,0.04514
F8W6V6,22,0.03364,9,0.03125
B1AN85,0,0.0,1,0.00347
AF17,0,0.0,1,0.00347
F5H1F7,1,0.00153,0,0.0
C9JV86,44,0.06728,31,0.10764
F8WBW1,1,0.00153,3,0.01042
B7ZKL7,2,0.00306,2,0.00694
ACL6B,17,0.02599,10,0.03472
KCNH7,2,0.00306,0,0.0
B4DDM3,15,0.02294,7,0.02431
B3GL1,1,0.00153,1,0.00347
Q5H962,156,0.23853,94,0.32639
E9PHH5,70,0.10703,45,0.15625
F2Z2L1,31,0.0474,16,0.05556
FOXJ1,1,0.00153,0,0.0
B7Z651,9,0.01376,7,0.02431
C9JN91,1,0.00153,0,0.0
ALPK3,10,0.01529,15,0.05208
F5GXS8,5,0.00765,5,0.01736
H0YDP7,60,0.09174,40,0.13889
MK06,0,0.0,1,0.00347
J3KNQ2,5,0.00765,5,0.01736
CE104,0,0.0,2,0.00694
FBX43,0,0.0,1,0.00347
H3BP32,0,0.0,1,0.00347
IGJ,7,0.0107,6,0.02083
F5GXX5,78,0.11927,46,0.15972
INSM2,2,0.00306,0,0.0
E9PD68,77,0.11774,46,0.15972
E7ER26,0,0.0,1,0.00347
CBX4,3,0.00459,2,0.00694
ZNF34,0,0.0,2,0.00694
B4DWL9,1,0.00153,1,0.00347
M0R119,1,0.00153,1,0.00347
E7ER68,40,0.06116,15,0.05208
H7C1W4,0,0.0,1,0.00347
FXR2,9,0.01376,4,0.01389
E9PNC4,40,0.06116,19,0.06597
B7WPL9,2,0.00306,1,0.00347
C1QBP,61,0.09327,37,0.12847
Q6P577,58,0.08869,33,0.11458
M0R3D7,0,0.0,1,0.00347
IPIL2,2,0.00306,0,0.0
MED19,1,0.00153,0,0.0
H0YD58,0,0.0,1,0.00347
B7Z6P3,78,0.11927,51,0.17708
A6NG10,36,0.05505,20,0.06944
E9PGA6,31,0.0474,18,0.0625
K7EP04,15,0.02294,13,0.04514
KS6A3,23,0.03517,18,0.0625
C9JEV6,152,0.23242,87,0.30208
C9JIG0,1,0.00153,0,0.0
D6RC45,38,0.0581,26,0.09028
H2B3B,1,0.00153,1,0.00347
E7ESY0,0,0.0,1,0.00347
RASH,9,0.01376,9,0.03125
H0YCD5,49,0.07492,25,0.08681
H7BZH6,12,0.01835,11,0.03819
D19L3,0,0.0,1,0.00347
F8WF32,174,0.26606,122,0.42361
RL36,38,0.0581,22,0.07639
G3V4E1,9,0.01376,6,0.02083
D6RAX3,7,0.0107,4,0.01389
GSK3B,12,0.01835,8,0.02778
J3KN55,8,0.01223,7,0.02431
TAOK2,20,0.03058,8,0.02778
E9PKY2,0,0.0,2,0.00694
B4DYT9,1,0.00153,0,0.0
J3KTH2,3,0.00459,1,0.00347
COX8A,13,0.01988,11,0.03819
AT2A2,62,0.0948,32,0.11111
MGAP,2,0.00306,3,0.01042
B7Z8M7,199,0.30428,120,0.41667
E7ESP8,1,0.00153,0,0.0
ZEP3,1,0.00153,0,0.0
D3YTF8,3,0.00459,1,0.00347
AOC3,88,0.13456,58,0.20139
A2AE48,6,0.00917,9,0.03125
J3KRJ5,1,0.00153,0,0.0
TBD,2,0.00306,0,0.0
K2C6A,128,0.19572,74,0.25694
TMM11,33,0.05046,15,0.05208
C9JPC0,74,0.11315,48,0.16667
PSIP1,53,0.08104,26,0.09028
E7EU96,112,0.17125,63,0.21875
RPRD2,11,0.01682,4,0.01389
B4DMU0,115,0.17584,80,0.27778
B8ZZW2,10,0.01529,9,0.03125
C9JYI4,30,0.04587,17,0.05903
IFNK,1,0.00153,0,0.0
S19A1,0,0.0,1,0.00347
E9PIG2,239,0.36544,138,0.47917
ETFD,9,0.01376,8,0.02778
B4DVY7,78,0.11927,50,0.17361
B7Z468,177,0.27064,102,0.35417
D6R9B0,0,0.0,1,0.00347
B2WTI3,13,0.01988,8,0.02778
FTO,9,0.01376,3,0.01042
F5H7E1,184,0.28135,119,0.41319
TMM43,88,0.13456,59,0.20486
QRIC2,1,0.00153,0,0.0
A6NLX9,1,0.00153,0,0.0
B9ZVX7,30,0.04587,11,0.03819
H15,268,0.40979,169,0.58681
D6RDU9,19,0.02905,8,0.02778
VPS4B,65,0.09939,62,0.21528
D6RAF2,3,0.00459,2,0.00694
XPR1,1,0.00153,0,0.0
H0Y8C5,0,0.0,1,0.00347
B4DDP0,2,0.00306,0,0.0
H0Y8H8,2,0.00306,1,0.00347
EID3,1,0.00153,1,0.00347
E9PLZ8,2,0.00306,0,0.0
GP158,2,0.00306,0,0.0
H3BP51,1,0.00153,0,0.0
A8MT92,3,0.00459,0,0.0
B4DIX5,51,0.07798,25,0.08681
B7Z7F3,9,0.01376,13,0.04514
SP5,1,0.00153,0,0.0
J3KRR2,97,0.14832,64,0.22222
K7ES22,0,0.0,1,0.00347
CHCH1,5,0.00765,4,0.01389
E5RFU4,64,0.09786,40,0.13889
F5H553,22,0.03364,12,0.04167
I3L0M4,7,0.0107,0,0.0
TDRD6,1,0.00153,0,0.0
B1AMN7,4,0.00612,6,0.02083
B7Z902,0,0.0,1,0.00347
B4E122,1,0.00153,0,0.0
E7EW20,202,0.30887,127,0.44097
ABCG5,0,0.0,1,0.00347
E9PGM4,59,0.09021,30,0.10417
OR7AH,1,0.00153,0,0.0
H3BRD0,2,0.00306,1,0.00347
H0YDE0,0,0.0,1,0.00347
LAMC2,35,0.05352,18,0.0625
C9J8U3,0,0.0,1,0.00347
5HT3B,1,0.00153,0,0.0
C9J212,1,0.00153,2,0.00694
B7Z242,81,0.12385,42,0.14583
G3V2R5,1,0.00153,0,0.0
B4DXE2,15,0.02294,11,0.03819
GOGB1,90,0.13761,62,0.21528
ALG11,10,0.01529,6,0.02083
J3KS23,3,0.00459,2,0.00694
AHR,0,0.0,1,0.00347
F5H686,1,0.00153,0,0.0
H3BTV7,1,0.00153,1,0.00347
RN166,5,0.00765,1,0.00347
C9JKQ0,1,0.00153,0,0.0
F2Z2Z2,0,0.0,1,0.00347
PPBT,2,0.00306,2,0.00694
B0AZT5,24,0.0367,21,0.07292
JUN,1,0.00153,1,0.00347
J3KS64,21,0.03211,14,0.04861
MA7D2,1,0.00153,0,0.0
M0R3G9,12,0.01835,3,0.01042
B4DMZ1,0,0.0,2,0.00694
F8WEJ5,10,0.01529,7,0.02431
HIF1N,8,0.01223,3,0.01042
LRRC1,43,0.06575,23,0.07986
CD47,15,0.02294,11,0.03819
B1APE1,1,0.00153,4,0.01389
FOLR4,0,0.0,1,0.00347
E5RFU9,1,0.00153,0,0.0
MLEC,1,0.00153,1,0.00347
J3QQM3,1,0.00153,0,0.0
J3KSG7,0,0.0,2,0.00694
COG5,85,0.12997,59,0.20486
B9A018,98,0.14985,56,0.19444
KLH40,2,0.00306,0,0.0
J3QSY7,1,0.00153,3,0.01042
LTV1,4,0.00612,3,0.01042
POTEF,388,0.59327,239,0.82986
E9PL38,123,0.18807,79,0.27431
NETR,0,0.0,3,0.01042
G5E9Q2,0,0.0,1,0.00347
B3KW94,2,0.00306,0,0.0
HNRH2,71,0.10856,59,0.20486
H0YEH2,1,0.00153,1,0.00347
J3KPN1,4,0.00612,2,0.00694
H7C1F6,22,0.03364,7,0.02431
F8WCK4,1,0.00153,2,0.00694
SMC2,72,0.11009,40,0.13889
EFC13,2,0.00306,0,0.0
ZBT37,1,0.00153,0,0.0
MYLK,41,0.06269,28,0.09722
MBRL,5,0.00765,0,0.0
RB8NL,2,0.00306,0,0.0
H3BRS3,2,0.00306,0,0.0
E9PFH4,24,0.0367,14,0.04861
NXF5,1,0.00153,1,0.00347
B7Z8T3,1,0.00153,0,0.0
CQ059,0,0.0,1,0.00347
F5GWY5,6,0.00917,5,0.01736
J3KPL8,2,0.00306,0,0.0
K7ER74,10,0.01529,3,0.01042
HNRCL,3,0.00459,1,0.00347
G3V0H6,1,0.00153,0,0.0
T2R13,1,0.00153,0,0.0
H7BXP4,7,0.0107,5,0.01736
H7C125,42,0.06422,28,0.09722
IP6K2,1,0.00153,0,0.0
A6NCS9,2,0.00306,0,0.0
A8MYN5,102,0.15596,85,0.29514
H0Y6Z4,9,0.01376,11,0.03819
C9J0M4,64,0.09786,47,0.16319
ENAH,21,0.03211,13,0.04514
Q5JVD1,4,0.00612,1,0.00347
C9J5W6,47,0.07187,33,0.11458
ZN449,2,0.00306,0,0.0
GOGA3,79,0.1208,56,0.19444
ZN574,1,0.00153,0,0.0
MED4,15,0.02294,9,0.03125
LRC66,2,0.00306,0,0.0
CLP1L,2,0.00306,0,0.0
C9J8M3,55,0.0841,27,0.09375
B4E3U7,2,0.00306,0,0.0
PP1B,33,0.05046,22,0.07639
COX15,17,0.02599,7,0.02431
E7ETF9,6,0.00917,3,0.01042
SHC2,0,0.0,1,0.00347
MCPH1,2,0.00306,0,0.0
H7C139,0,0.0,1,0.00347
H0YCN4,1,0.00153,0,0.0
THRB,14,0.02141,15,0.05208
P2Y12,2,0.00306,0,0.0
PRP4,107,0.16361,60,0.20833
B7Z863,32,0.04893,24,0.08333
UN93B,11,0.01682,5,0.01736
F195B,4,0.00612,3,0.01042
E7EQR4,271,0.41437,172,0.59722
RBCC1,2,0.00306,0,0.0
M0R165,63,0.09633,44,0.15278
E7EN19,1,0.00153,0,0.0
B7Z746,18,0.02752,12,0.04167
E9PC53,1,0.00153,0,0.0
ENASE,3,0.00459,0,0.0
PRPK,6,0.00917,5,0.01736
A6NG79,2,0.00306,4,0.01389
CD003,1,0.00153,0,0.0
KPBB,8,0.01223,6,0.02083
M0QY36,1,0.00153,1,0.00347
ACBP,67,0.10245,39,0.13542
TM214,58,0.08869,35,0.12153
MAGD1,12,0.01835,8,0.02778
HDGF,36,0.05505,23,0.07986
F5H6C7,1,0.00153,1,0.00347
INT3,17,0.02599,11,0.03819
PR15B,1,0.00153,0,0.0
CP27A,15,0.02294,10,0.03472
E9PBL8,57,0.08716,30,0.10417
IRK8,2,0.00306,0,0.0
GRK4,2,0.00306,0,0.0
A1BQX2,1,0.00153,0,0.0
CTNL1,1,0.00153,1,0.00347
C9JTA7,1,0.00153,0,0.0
HMCS2,191,0.29205,97,0.33681
H0YFN2,0,0.0,2,0.00694
F8VWV2,5,0.00765,2,0.00694
H0YKU0,3,0.00459,1,0.00347
B1AHH4,0,0.0,1,0.00347
CE350,2,0.00306,4,0.01389
E9PC98,1,0.00153,2,0.00694
FMT,2,0.00306,1,0.00347
C9J792,52,0.07951,33,0.11458
E7EQ57,3,0.00459,0,0.0
E9PHN6,41,0.06269,20,0.06944
B4DLR4,1,0.00153,0,0.0
NRG1,1,0.00153,1,0.00347
B8ZZJ6,1,0.00153,3,0.01042
KCD11,0,0.0,1,0.00347
B4E1J9,1,0.00153,0,0.0
H3BN11,2,0.00306,1,0.00347
F8WEZ9,1,0.00153,0,0.0
G8JLG1,121,0.18502,81,0.28125
E9PHK9,7,0.0107,3,0.01042
H0YJ50,26,0.03976,17,0.05903
C9JAF7,11,0.01682,6,0.02083
VP26A,10,0.01529,5,0.01736
USH2A,5,0.00765,1,0.00347
L2HDH,2,0.00306,3,0.01042
F8WA86,1,0.00153,1,0.00347
PCD10,0,0.0,1,0.00347
SPTN1,34,0.05199,15,0.05208
D6RBH6,1,0.00153,0,0.0
LRC45,1,0.00153,0,0.0
H3BUI4,0,0.0,1,0.00347
D6RIT2,7,0.0107,7,0.02431
F8W8Z9,2,0.00306,0,0.0
H3BV87,1,0.00153,0,0.0
RUN3B,1,0.00153,2,0.00694
K7EIY1,1,0.00153,0,0.0
RAD26,1,0.00153,0,0.0
B4DZ74,1,0.00153,0,0.0
IL33,3,0.00459,2,0.00694
NC2B,19,0.02905,12,0.04167
G8JLB2,169,0.25841,114,0.39583
H0Y6J6,2,0.00306,5,0.01736
ACOD,11,0.01682,9,0.03125
C9JHN8,17,0.02599,11,0.03819
STMN1,14,0.02141,7,0.02431
TIKI2,1,0.00153,1,0.00347
BAHD1,3,0.00459,1,0.00347
I3L4G7,1,0.00153,0,0.0
M0QYR1,9,0.01376,10,0.03472
B7Z1G9,69,0.1055,32,0.11111
F5H3Q2,1,0.00153,0,0.0
F8W8J4,28,0.04281,11,0.03819
KT33A,0,0.0,1,0.00347
C9J010,3,0.00459,0,0.0
H0YD15,1,0.00153,0,0.0
H3BN32,1,0.00153,0,0.0
H0YCY8,54,0.08257,40,0.13889
A6PVI0,27,0.04128,11,0.03819
IGLL1,0,0.0,5,0.01736
NRIP1,3,0.00459,1,0.00347
TENS4,14,0.02141,5,0.01736
M0QZW4,30,0.04587,18,0.0625
J3KSS2,1,0.00153,1,0.00347
ANX10,10,0.01529,0,0.0
E7ESP2,6,0.00917,1,0.00347
F5GZX4,21,0.03211,14,0.04861
H0YM82,1,0.00153,0,0.0
CY24A,5,0.00765,10,0.03472
J3KRK0,0,0.0,1,0.00347
H3BSD5,0,0.0,1,0.00347
H7C1M2,24,0.0367,19,0.06597
SARM1,1,0.00153,0,0.0
F5H563,4,0.00612,10,0.03472
C9JP85,0,0.0,1,0.00347
F2Z3J9,44,0.06728,38,0.13194
H0Y876,1,0.00153,0,0.0
ABCBA,24,0.0367,11,0.03819
ZC12D,0,0.0,1,0.00347
H0YMC3,0,0.0,1,0.00347
PRRP,0,0.0,1,0.00347
ZMAT1,1,0.00153,1,0.00347
CAF1A,1,0.00153,1,0.00347
PCOC1,49,0.07492,28,0.09722
B3KNT8,120,0.18349,73,0.25347
Q6ICH2,1,0.00153,0,0.0
VDAC1,189,0.28899,107,0.37153
KISSR,2,0.00306,0,0.0
H0YC15,6,0.00917,4,0.01389
SPDL2,0,0.0,1,0.00347
GFPT2,48,0.07339,26,0.09028
K7EMW1,0,0.0,1,0.00347
K7EKY5,2,0.00306,0,0.0
TES,55,0.0841,41,0.14236
E7EPP6,3,0.00459,0,0.0
H0YC88,2,0.00306,1,0.00347
Q5T7Y7,1,0.00153,1,0.00347
H0YEP0,0,0.0,1,0.00347
F5H2E6,17,0.02599,13,0.04514
B4DR61,62,0.0948,45,0.15625
K7EID3,27,0.04128,17,0.05903
C9JZ61,1,0.00153,1,0.00347
AURKA,0,0.0,1,0.00347
C9JHZ6,1,0.00153,0,0.0
E9PIA6,1,0.00153,0,0.0
Q5TAD8,1,0.00153,0,0.0
UBE2O,10,0.01529,3,0.01042
A2ACQ9,28,0.04281,17,0.05903
WRIP1,20,0.03058,16,0.05556
E7EUK8,1,0.00153,1,0.00347
H4G,1,0.00153,1,0.00347
SIAS,219,0.33486,130,0.45139
VIP2,16,0.02446,8,0.02778
C9JEK0,1,0.00153,0,0.0
SYRC,68,0.10398,47,0.16319
LAD1,8,0.01223,7,0.02431
GRHL3,3,0.00459,3,0.01042
TPC6A,2,0.00306,1,0.00347
C9JKM8,0,0.0,1,0.00347
B4DXN4,1,0.00153,0,0.0
A8MUA6,2,0.00306,1,0.00347
B4E087,1,0.00153,0,0.0
B4DUR0,1,0.00153,2,0.00694
THOC5,1,0.00153,2,0.00694
G3V494,1,0.00153,0,0.0
E7EUA7,1,0.00153,1,0.00347
G3V256,3,0.00459,3,0.01042
H0YFS6,30,0.04587,16,0.05556
F8VWZ8,1,0.00153,1,0.00347
FABPL,27,0.04128,18,0.0625
E7EUR8,0,0.0,1,0.00347
B2R5P6,98,0.14985,60,0.20833
H7C0R7,53,0.08104,29,0.10069
F8WAQ7,23,0.03517,18,0.0625
E7ERK6,46,0.07034,25,0.08681
MYH13,4,0.00612,5,0.01736
TR150,153,0.23394,103,0.35764
H7BZF6,2,0.00306,1,0.00347
H7C1M4,2,0.00306,2,0.00694
ETHE1,7,0.0107,5,0.01736
H13,8,0.01223,5,0.01736
G3V0H8,1,0.00153,0,0.0
J3QQX3,13,0.01988,16,0.05556
C9JLI6,88,0.13456,64,0.22222
K7ELU1,1,0.00153,0,0.0
EFNB2,5,0.00765,2,0.00694
F5H2R7,3,0.00459,3,0.01042
LDH6B,75,0.11468,43,0.14931
HLTF,3,0.00459,2,0.00694
E9PHZ3,1,0.00153,0,0.0
B1AKN5,2,0.00306,3,0.01042
KRR1,26,0.03976,12,0.04167
J3QT16,1,0.00153,0,0.0
SCN7A,2,0.00306,0,0.0
Q6ZMH6,2,0.00306,0,0.0
ZNF48,1,0.00153,0,0.0
B4DXX7,258,0.3945,160,0.55556
MASP1,1,0.00153,0,0.0
G3V4K3,5,0.00765,1,0.00347
C9K0E5,18,0.02752,4,0.01389
B4E3W0,3,0.00459,1,0.00347
RGPA2,1,0.00153,1,0.00347
H7C1L6,13,0.01988,11,0.03819
CUL2,44,0.06728,27,0.09375
EMAL2,4,0.00612,6,0.02083
SKOR2,6,0.00917,2,0.00694
J3KSQ6,9,0.01376,4,0.01389
VP13A,2,0.00306,5,0.01736
PPCS,50,0.07645,41,0.14236
TAF9,1,0.00153,0,0.0
MSMO1,28,0.04281,14,0.04861
E7ENV7,18,0.02752,12,0.04167
F6SSA2,1,0.00153,0,0.0
H7C4B2,0,0.0,1,0.00347
B4DH23,11,0.01682,12,0.04167
PRP8,251,0.38379,152,0.52778
ARGFX,0,0.0,1,0.00347
MYLK2,1,0.00153,1,0.00347
C9JZI7,2,0.00306,0,0.0
F5H5N0,10,0.01529,7,0.02431
DEN2C,1,0.00153,0,0.0
F8VZ41,1,0.00153,0,0.0
H7C0U8,6,0.00917,6,0.02083
F8WAH1,1,0.00153,0,0.0
C9JSR1,10,0.01529,7,0.02431
D6RJD1,44,0.06728,21,0.07292
GDF1,1,0.00153,0,0.0
F5GYL8,137,0.20948,84,0.29167
E9PNA6,1,0.00153,1,0.00347
ZNF41,1,0.00153,4,0.01389
CK2N2,0,0.0,1,0.00347
B5MCR8,2,0.00306,0,0.0
E5RJ37,19,0.02905,7,0.02431
UBR1,4,0.00612,3,0.01042
B7Z6M1,1,0.00153,0,0.0
SC61B,99,0.15138,59,0.20486
MUC17,1,0.00153,0,0.0
K7EJ51,74,0.11315,56,0.19444
F5H047,25,0.03823,18,0.0625
K7EP52,12,0.01835,7,0.02431
B7Z5N6,1,0.00153,0,0.0
CNRG,1,0.00153,1,0.00347
H0YJD9,1,0.00153,1,0.00347
A2A2F0,0,0.0,2,0.00694
Q5JZ08,27,0.04128,18,0.0625
NPA1P,27,0.04128,23,0.07986
Z587B,1,0.00153,0,0.0
LRC47,112,0.17125,71,0.24653
H7C380,1,0.00153,0,0.0
C9JUV8,1,0.00153,1,0.00347
H7C1T7,2,0.00306,0,0.0
H0YBJ4,21,0.03211,8,0.02778
H0Y9V2,3,0.00459,4,0.01389
F5H7I4,1,0.00153,1,0.00347
IL2RA,1,0.00153,0,0.0
I3L4R8,76,0.11621,41,0.14236
YP038,1,0.00153,1,0.00347
LHX1,1,0.00153,0,0.0
F8VXK4,2,0.00306,0,0.0
M0R0C3,65,0.09939,44,0.15278
K2013,23,0.03517,15,0.05208
B7Z662,5,0.00765,5,0.01736
GRAK,0,0.0,1,0.00347
E7EWK3,49,0.07492,25,0.08681
B4DGN5,59,0.09021,42,0.14583
G3V2R1,1,0.00153,2,0.00694
H0Y7L2,2,0.00306,2,0.00694
N4BP1,1,0.00153,0,0.0
SRRM1,1,0.00153,0,0.0
E9PHH9,1,0.00153,2,0.00694
CC180,3,0.00459,0,0.0
J3KNW0,26,0.03976,15,0.05208
ARGI2,0,0.0,1,0.00347
SPAG5,3,0.00459,1,0.00347
E5RFE7,112,0.17125,71,0.24653
SAS10,11,0.01682,5,0.01736
G3V243,2,0.00306,0,0.0
KMT2C,2,0.00306,1,0.00347
E9PNR2,1,0.00153,1,0.00347
B4DUL4,22,0.03364,11,0.03819
B7Z1G7,1,0.00153,0,0.0
C9J679,13,0.01988,7,0.02431
A8MXZ4,1,0.00153,0,0.0
EM55,8,0.01223,4,0.01389
H0YCD3,0,0.0,1,0.00347
CDKAL,8,0.01223,5,0.01736
TAF2,1,0.00153,0,0.0
TM169,0,0.0,1,0.00347
SCFD2,16,0.02446,10,0.03472
DEPD7,1,0.00153,2,0.00694
SFRP4,5,0.00765,1,0.00347
GDN,12,0.01835,4,0.01389
H0YKU1,111,0.16972,68,0.23611
H0YIN9,0,0.0,1,0.00347
QCR6,43,0.06575,27,0.09375
TBCD5,3,0.00459,2,0.00694
E5RGN3,21,0.03211,15,0.05208
H0YIE9,0,0.0,1,0.00347
SPRY4,34,0.05199,15,0.05208
H0YAG8,95,0.14526,61,0.21181
UCP4,1,0.00153,0,0.0
EME2,1,0.00153,2,0.00694
C9IZS4,51,0.07798,33,0.11458
B4E358,85,0.12997,49,0.17014
D6R9U2,10,0.01529,5,0.01736
C9JX50,1,0.00153,0,0.0
TCHP,2,0.00306,1,0.00347
A8MXB6,18,0.02752,9,0.03125
PINK1,3,0.00459,0,0.0
H3BRQ4,2,0.00306,2,0.00694
K7EQS2,0,0.0,1,0.00347
Q5JPD5,1,0.00153,1,0.00347
PSA2,32,0.04893,26,0.09028
E5RHF2,14,0.02141,15,0.05208
Q5QPE7,9,0.01376,3,0.01042
Q4VXN0,17,0.02599,6,0.02083
C9J8M6,41,0.06269,25,0.08681
G5E9I0,1,0.00153,0,0.0
A4UHQ9,1,0.00153,0,0.0
GSC1L,2,0.00306,0,0.0
K7EKJ7,85,0.12997,50,0.17361
C9JIZ0,9,0.01376,7,0.02431
B3KQ95,52,0.07951,29,0.10069
H0YBS3,6,0.00917,3,0.01042
TMLH,34,0.05199,16,0.05556
M0QX85,7,0.0107,2,0.00694
E9PAW1,176,0.26911,111,0.38542
E7ESP4,23,0.03517,10,0.03472
F8WD66,2,0.00306,1,0.00347
C9IYH8,0,0.0,1,0.00347
B0QY29,6,0.00917,6,0.02083
TAF6L,0,0.0,1,0.00347
SUMO4,1,0.00153,1,0.00347
E7EVG2,18,0.02752,4,0.01389
B5MD07,1,0.00153,0,0.0
H7C466,20,0.03058,16,0.05556
CAD22,1,0.00153,0,0.0
H0YN31,11,0.01682,11,0.03819
C9IZE3,1,0.00153,0,0.0
K7EIS0,22,0.03364,13,0.04514
E9PPS5,15,0.02294,5,0.01736
PDE1B,1,0.00153,0,0.0
RCL1,16,0.02446,13,0.04514
RXRG,1,0.00153,0,0.0
KCMF1,27,0.04128,14,0.04861
MYO1C,3,0.00459,1,0.00347
F6TR53,37,0.05657,27,0.09375
NCF4,18,0.02752,15,0.05208
ZDH13,11,0.01682,6,0.02083
A2A2D0,74,0.11315,45,0.15625
PGM5,96,0.14679,63,0.21875
GNAT3,25,0.03823,15,0.05208
H0Y650,19,0.02905,14,0.04861
A2A3N8,190,0.29052,112,0.38889
H0Y8L9,0,0.0,1,0.00347
B7ZLT5,0,0.0,1,0.00347
NFKB1,9,0.01376,2,0.00694
B7ZM03,14,0.02141,13,0.04514
I3L3E9,48,0.07339,36,0.125
J3QLH1,21,0.03211,9,0.03125
EH1L1,7,0.0107,4,0.01389
RAG2,1,0.00153,0,0.0
F8WF45,2,0.00306,1,0.00347
J3QQQ3,1,0.00153,0,0.0
SOGA2,0,0.0,1,0.00347
K7ES70,14,0.02141,3,0.01042
K7EPH2,24,0.0367,15,0.05208
A2A274,330,0.50459,194,0.67361
A8MVG7,3,0.00459,0,0.0
D6REC9,4,0.00612,3,0.01042
PIN4,1,0.00153,1,0.00347
K7EQH6,143,0.21865,89,0.30903
E9PJ21,68,0.10398,42,0.14583
C9JIE2,0,0.0,2,0.00694
TBL3,10,0.01529,4,0.01389
E7EQV3,260,0.39755,169,0.58681
B7Z2A9,31,0.0474,11,0.03819
ZN735,0,0.0,1,0.00347
H0Y7V4,6,0.00917,3,0.01042
K7EJB6,1,0.00153,0,0.0
F5GY79,75,0.11468,47,0.16319
SHRM4,2,0.00306,0,0.0
TTC25,1,0.00153,0,0.0
B7Z5R1,5,0.00765,2,0.00694
E7EQS5,1,0.00153,0,0.0
A3KMR5,1,0.00153,1,0.00347
HV303,36,0.05505,21,0.07292
K7ELD3,0,0.0,1,0.00347
CLRN3,7,0.0107,6,0.02083
K7EQ02,58,0.08869,34,0.11806
C9JB29,8,0.01223,6,0.02083
ADPGK,11,0.01682,7,0.02431
PK1L3,1,0.00153,2,0.00694
CUX1,1,0.00153,0,0.0
EFC12,1,0.00153,1,0.00347
CREG1,1,0.00153,1,0.00347
E7ENQ8,51,0.07798,32,0.11111
B1AQ55,1,0.00153,0,0.0
E5RI45,1,0.00153,0,0.0
MUC2,24,0.0367,18,0.0625
PLP2,71,0.10856,38,0.13194
GMDS,106,0.16208,65,0.22569
FA8,3,0.00459,1,0.00347
HINT1,34,0.05199,20,0.06944
K7ESC1,4,0.00612,1,0.00347
E9PNV7,1,0.00153,0,0.0
H3BNX8,127,0.19419,70,0.24306
FIBB,241,0.3685,160,0.55556
K7ELQ9,25,0.03823,18,0.0625
I3L100,2,0.00306,1,0.00347
IQUB,1,0.00153,0,0.0
H7C3P7,46,0.07034,24,0.08333
C9JUF8,1,0.00153,0,0.0
B9A057,4,0.00612,0,0.0
E9PK15,1,0.00153,0,0.0
E2QRF8,1,0.00153,1,0.00347
B4DR13,5,0.00765,2,0.00694
M0R1L7,14,0.02141,11,0.03819
K7EQT1,1,0.00153,0,0.0
ALAT1,13,0.01988,8,0.02778
K7EMF0,0,0.0,1,0.00347
SUGT1,19,0.02905,14,0.04861
VPS36,54,0.08257,41,0.14236
C9J3B7,1,0.00153,0,0.0
D6RC73,1,0.00153,0,0.0
H0Y9X5,57,0.08716,40,0.13889
E7ETG2,13,0.01988,11,0.03819
BCAR1,11,0.01682,3,0.01042
B3KUS7,3,0.00459,3,0.01042
CE051,20,0.03058,12,0.04167
B1AKU2,2,0.00306,0,0.0
F8WDA1,0,0.0,2,0.00694
E2QRD4,3,0.00459,4,0.01389
A6ND22,14,0.02141,9,0.03125
TAF4,5,0.00765,4,0.01389
F8VQX3,0,0.0,2,0.00694
B4DRT2,90,0.13761,62,0.21528
MTU1,1,0.00153,0,0.0
B3KY94,16,0.02446,12,0.04167
F5H807,1,0.00153,0,0.0
B5MCQ6,1,0.00153,0,0.0
