protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
B4DX68,7,0.0107,6,0.02083
B4DPI5,0,0.0,1,0.00347
FPPS,132,0.20183,85,0.29514
MEGF8,1,0.00153,0,0.0
C9JQU6,44,0.06728,27,0.09375
B1AKT1,1,0.00153,0,0.0
B4DJS7,89,0.13609,58,0.20139
LMOD2,1,0.00153,0,0.0
B5MDG7,1,0.00153,0,0.0
E7EPM4,2,0.00306,0,0.0
NUP37,5,0.00765,3,0.01042
K7ESG8,14,0.02141,9,0.03125
C9JNE7,1,0.00153,0,0.0
RM51,1,0.00153,0,0.0
SP202,3,0.00459,0,0.0
B1ALM5,0,0.0,1,0.00347
HSBP1,5,0.00765,4,0.01389
TLR7,0,0.0,2,0.00694
H7C0E7,1,0.00153,0,0.0
AP4E1,0,0.0,1,0.00347
TMM8B,3,0.00459,3,0.01042
ATS7,0,0.0,1,0.00347
B4DWW4,199,0.30428,119,0.41319
NR2F6,1,0.00153,1,0.00347
GID8,4,0.00612,2,0.00694
A8MWW6,0,0.0,2,0.00694
D6RDZ8,1,0.00153,0,0.0
H3BPS8,244,0.37309,145,0.50347
K7EJ73,5,0.00765,2,0.00694
HNRPL,50,0.07645,24,0.08333
PP4R1,4,0.00612,1,0.00347
H0Y580,23,0.03517,13,0.04514
PGAM5,71,0.10856,40,0.13889
B3KR49,140,0.21407,82,0.28472
J3KT38,78,0.11927,46,0.15972
PARL,4,0.00612,1,0.00347
KHDR1,104,0.15902,71,0.24653
HS90B,370,0.56575,231,0.80208
G5E9M7,1,0.00153,0,0.0
H7C3D5,1,0.00153,2,0.00694
PCD23,2,0.00306,1,0.00347
D6RHH9,0,0.0,1,0.00347
E7EPN9,51,0.07798,53,0.18403
H0Y337,9,0.01376,6,0.02083
E9PK91,1,0.00153,2,0.00694
P66B,37,0.05657,21,0.07292
H7C3W8,35,0.05352,17,0.05903
STX6,19,0.02905,13,0.04514
D6R8Y0,1,0.00153,0,0.0
PRPF3,1,0.00153,0,0.0
A2AVK2,7,0.0107,2,0.00694
SMDT1,7,0.0107,1,0.00347
K7EJI9,1,0.00153,3,0.01042
OST48,43,0.06575,27,0.09375
J3KRE1,9,0.01376,7,0.02431
Q5SZR4,2,0.00306,0,0.0
NEK9,74,0.11315,55,0.19097
C9JBU1,9,0.01376,5,0.01736
PLXB1,3,0.00459,3,0.01042
TBC17,7,0.0107,4,0.01389
A8MW49,160,0.24465,92,0.31944
SNX27,40,0.06116,22,0.07639
H0YA67,1,0.00153,0,0.0
J3QS13,38,0.0581,26,0.09028
CO052,0,0.0,1,0.00347
H3BMR9,0,0.0,1,0.00347
KLF5,6,0.00917,1,0.00347
A8MVR0,19,0.02905,10,0.03472
H0YN10,19,0.02905,10,0.03472
AT1B3,0,0.0,1,0.00347
C9JBU9,0,0.0,1,0.00347
B4DSN9,0,0.0,1,0.00347
MIER3,0,0.0,1,0.00347
B7Z856,0,0.0,1,0.00347
KRT38,10,0.01529,5,0.01736
C9J941,4,0.00612,2,0.00694
KI2LA,0,0.0,1,0.00347
M9MMK7,2,0.00306,0,0.0
NLRC4,3,0.00459,1,0.00347
B7Z3H9,1,0.00153,0,0.0
SYCE2,4,0.00612,3,0.01042
BACH,0,0.0,1,0.00347
B1ALK7,60,0.09174,36,0.125
D6RGI7,4,0.00612,1,0.00347
F5H1Z7,1,0.00153,0,0.0
A6NLH6,1,0.00153,1,0.00347
E9PJ04,58,0.08869,28,0.09722
FHL3,24,0.0367,14,0.04861
Q5JRM6,0,0.0,1,0.00347
B7WNW7,8,0.01223,6,0.02083
ARI1,10,0.01529,3,0.01042
J3KRF8,3,0.00459,2,0.00694
E7ETA6,1,0.00153,4,0.01389
LATS2,1,0.00153,0,0.0
ERGI1,46,0.07034,27,0.09375
C9J5N1,5,0.00765,3,0.01042
HEXB,76,0.11621,48,0.16667
ZN787,3,0.00459,0,0.0
C9J0K3,4,0.00612,2,0.00694
F5GYQ3,0,0.0,2,0.00694
RBMX2,2,0.00306,0,0.0
C144A,3,0.00459,2,0.00694
B4E0Q1,1,0.00153,0,0.0
C560,12,0.01835,9,0.03125
Q5T266,0,0.0,1,0.00347
E9PP94,1,0.00153,2,0.00694
J3KNA1,4,0.00612,0,0.0
KCNK6,1,0.00153,0,0.0
E7EUC7,110,0.1682,68,0.23611
F5GWP9,1,0.00153,4,0.01389
O51Q1,1,0.00153,0,0.0
H7C2Z0,21,0.03211,12,0.04167
B1AKM6,3,0.00459,0,0.0
B7Z9J8,133,0.20336,79,0.27431
CQ078,1,0.00153,0,0.0
B7Z1C9,227,0.34709,151,0.52431
TMX4,22,0.03364,20,0.06944
G5E9V4,1,0.00153,3,0.01042
FBX24,0,0.0,2,0.00694
H0Y5P2,6,0.00917,1,0.00347
ABHD6,8,0.01223,2,0.00694
B5MCA4,292,0.44648,178,0.61806
E5RHJ4,112,0.17125,67,0.23264
H0YA26,1,0.00153,0,0.0
PTN18,0,0.0,1,0.00347
B3KSF0,2,0.00306,3,0.01042
B4DZH0,8,0.01223,2,0.00694
B8ZZL8,165,0.25229,97,0.33681
H0Y9S9,2,0.00306,2,0.00694
CI129,12,0.01835,8,0.02778
C9J164,7,0.0107,7,0.02431
PLAK,258,0.3945,148,0.51389
H0YKC4,1,0.00153,1,0.00347
E9PQD7,169,0.25841,104,0.36111
SEP15,94,0.14373,52,0.18056
PDZ11,18,0.02752,10,0.03472
SETBP,0,0.0,1,0.00347
B4DN00,22,0.03364,3,0.01042
B4DWG8,1,0.00153,1,0.00347
4ET,1,0.00153,0,0.0
SRRM3,9,0.01376,3,0.01042
S27A3,10,0.01529,5,0.01736
A6PVN3,44,0.06728,18,0.0625
TMED3,6,0.00917,2,0.00694
C9JZ21,1,0.00153,0,0.0
E9PKC4,58,0.08869,34,0.11806
K7EK88,1,0.00153,1,0.00347
ROA3,191,0.29205,130,0.45139
YTHD3,29,0.04434,24,0.08333
F8VPA7,1,0.00153,0,0.0
F5H0I3,0,0.0,1,0.00347
B4DZI8,299,0.45719,177,0.61458
MSH3,5,0.00765,5,0.01736
F8VP94,0,0.0,3,0.01042
B5MCB5,4,0.00612,1,0.00347
GYS2,12,0.01835,7,0.02431
H7C2Y5,32,0.04893,20,0.06944
AHRR,1,0.00153,0,0.0
FA83H,10,0.01529,5,0.01736
E9PHW9,1,0.00153,0,0.0
FA96A,7,0.0107,6,0.02083
H0YBE9,10,0.01529,13,0.04514
E9PNY5,1,0.00153,2,0.00694
G3V346,16,0.02446,10,0.03472
ABLM3,2,0.00306,0,0.0
F16P2,7,0.0107,7,0.02431
I3L148,1,0.00153,2,0.00694
ERMP1,1,0.00153,1,0.00347
C5HU01,1,0.00153,1,0.00347
H7BY16,256,0.39144,154,0.53472
CMBL,72,0.11009,42,0.14583
IF1AX,12,0.01835,6,0.02083
G5E9M8,23,0.03517,14,0.04861
CEBPG,1,0.00153,0,0.0
C1QT4,0,0.0,2,0.00694
SUPT3,0,0.0,2,0.00694
D6R9L0,306,0.46789,197,0.68403
H0YFX9,377,0.57645,230,0.79861
B5MC15,3,0.00459,6,0.02083
C9JEG4,2,0.00306,0,0.0
C9JAW3,12,0.01835,5,0.01736
H0Y9N6,14,0.02141,10,0.03472
SGMR1,20,0.03058,7,0.02431
E9PNH7,0,0.0,4,0.01389
DGLA,3,0.00459,1,0.00347
S6A17,1,0.00153,0,0.0
LCK,0,0.0,1,0.00347
SPTC2,40,0.06116,27,0.09375
ZXDC,1,0.00153,0,0.0
H7C507,2,0.00306,3,0.01042
F5GX20,3,0.00459,2,0.00694
MIB1,2,0.00306,1,0.00347
I3L305,4,0.00612,4,0.01389
NAMPT,129,0.19725,103,0.35764
B7ZKK9,46,0.07034,27,0.09375
D6RC15,2,0.00306,0,0.0
SYCE1,1,0.00153,0,0.0
E7EMY8,1,0.00153,2,0.00694
Q5SQM6,1,0.00153,0,0.0
ZN556,2,0.00306,0,0.0
CNTFR,0,0.0,1,0.00347
G3V3V7,1,0.00153,0,0.0
GBP4,26,0.03976,16,0.05556
BST2,7,0.0107,3,0.01042
C9JVN1,2,0.00306,0,0.0
GABR2,1,0.00153,0,0.0
RBG1L,5,0.00765,1,0.00347
C9J8U9,2,0.00306,2,0.00694
F5GWH2,10,0.01529,5,0.01736
F6T2Q8,15,0.02294,8,0.02778
DIDO1,59,0.09021,28,0.09722
GABPA,10,0.01529,8,0.02778
PARP9,21,0.03211,12,0.04167
F8WAD0,0,0.0,1,0.00347
ENTP7,1,0.00153,1,0.00347
F8VR84,0,0.0,1,0.00347
H0Y5V0,0,0.0,1,0.00347
SSX5,1,0.00153,0,0.0
LRC8B,1,0.00153,0,0.0
H3BMQ2,17,0.02599,10,0.03472
E9PR67,2,0.00306,0,0.0
RAD21,44,0.06728,22,0.07639
F6WC43,0,0.0,1,0.00347
CARD6,0,0.0,1,0.00347
F8W7Y4,0,0.0,1,0.00347
K7EK60,5,0.00765,3,0.01042
KLH11,2,0.00306,0,0.0
OTOP3,1,0.00153,0,0.0
J3KRK3,1,0.00153,1,0.00347
D6RII0,0,0.0,1,0.00347
C9JNZ5,0,0.0,1,0.00347
TAF1L,5,0.00765,1,0.00347
OSB10,6,0.00917,3,0.01042
B3KSC2,2,0.00306,1,0.00347
H0YIM9,2,0.00306,2,0.00694
C9J384,2,0.00306,1,0.00347
ATX10,36,0.05505,27,0.09375
K7ERN2,2,0.00306,4,0.01389
K7ELW0,179,0.2737,114,0.39583
EXT1,3,0.00459,1,0.00347
H0Y4A8,20,0.03058,13,0.04514
VWA3A,1,0.00153,1,0.00347
E9PK48,8,0.01223,5,0.01736
H0Y715,4,0.00612,4,0.01389
A6NIA0,2,0.00306,0,0.0
C9J897,1,0.00153,0,0.0
H7C3P6,89,0.13609,49,0.17014
H3BRG4,167,0.25535,107,0.37153
I3L139,4,0.00612,4,0.01389
AKAP3,1,0.00153,1,0.00347
B4DEC1,3,0.00459,2,0.00694
MKRN3,3,0.00459,1,0.00347
A8MVM1,13,0.01988,13,0.04514
TT21A,1,0.00153,0,0.0
H7C335,2,0.00306,3,0.01042
H7C487,8,0.01223,2,0.00694
F8WCQ1,1,0.00153,0,0.0
TMIG2,1,0.00153,0,0.0
K7EIT2,26,0.03976,21,0.07292
C9IZ88,27,0.04128,9,0.03125
MP2K4,16,0.02446,6,0.02083
H7C1X9,9,0.01376,4,0.01389
IQGA2,1,0.00153,2,0.00694
F6U211,109,0.16667,63,0.21875
H0Y9T3,1,0.00153,0,0.0
RS24,3,0.00459,0,0.0
B4DGC8,1,0.00153,0,0.0
NOTUM,1,0.00153,1,0.00347
E9PJZ2,2,0.00306,1,0.00347
SIA7F,6,0.00917,2,0.00694
D3YTC1,1,0.00153,1,0.00347
F8WBS6,55,0.0841,43,0.14931
TXTP,75,0.11468,36,0.125
GEMC1,1,0.00153,0,0.0
H7C2X8,1,0.00153,0,0.0
H7C4Y9,1,0.00153,0,0.0
RM21,21,0.03211,12,0.04167
SFR1,0,0.0,1,0.00347
CNOT3,5,0.00765,4,0.01389
H0Y4W3,0,0.0,1,0.00347
C9JQD8,1,0.00153,0,0.0
H2A1B,19,0.02905,17,0.05903
H0Y2W2,186,0.2844,103,0.35764
F5GX29,47,0.07187,26,0.09028
J3KRV4,58,0.08869,35,0.12153
AL3A2,1,0.00153,0,0.0
H7C4N8,37,0.05657,21,0.07292
Q495G6,12,0.01835,10,0.03472
PLPL2,2,0.00306,2,0.00694
B3KWA8,2,0.00306,0,0.0
D6RH30,15,0.02294,11,0.03819
H7C153,1,0.00153,0,0.0
H7C0X2,1,0.00153,0,0.0
B4DEK7,12,0.01835,10,0.03472
SDF1,3,0.00459,0,0.0
TCF20,1,0.00153,0,0.0
E9PLM6,10,0.01529,4,0.01389
B3KNW1,1,0.00153,0,0.0
B4DI28,73,0.11162,42,0.14583
Q5JVB6,0,0.0,1,0.00347
B4E2T3,1,0.00153,0,0.0
TAP2,3,0.00459,2,0.00694
RHG30,0,0.0,1,0.00347
ARSD,2,0.00306,5,0.01736
J3QRN6,226,0.34557,123,0.42708
CAV1,31,0.0474,16,0.05556
H7C2P2,0,0.0,1,0.00347
C9JD15,1,0.00153,0,0.0
TM87B,27,0.04128,14,0.04861
F8VRX4,3,0.00459,4,0.01389
B7Z7P1,6,0.00917,5,0.01736
DPOE4,2,0.00306,1,0.00347
NT5M,1,0.00153,0,0.0
F5H5I6,71,0.10856,40,0.13889
C9J7Y4,3,0.00459,0,0.0
OXSM,8,0.01223,5,0.01736
J3KTD1,0,0.0,1,0.00347
E9PQL1,0,0.0,3,0.01042
H0YDM2,0,0.0,2,0.00694
B4DNX3,1,0.00153,0,0.0
AT10B,5,0.00765,2,0.00694
B1AL16,1,0.00153,0,0.0
ACHA3,1,0.00153,0,0.0
PGRC1,121,0.18502,65,0.22569
MAP4,3,0.00459,3,0.01042
Q5VWU8,3,0.00459,1,0.00347
DHX29,71,0.10856,36,0.125
B0QYF7,0,0.0,1,0.00347
B1AKC9,100,0.15291,61,0.21181
E9PJ54,19,0.02905,10,0.03472
J3QRJ8,35,0.05352,23,0.07986
AKIB1,1,0.00153,0,0.0
H0Y362,13,0.01988,8,0.02778
AGFG1,29,0.04434,11,0.03819
G3V200,1,0.00153,0,0.0
MGAT2,1,0.00153,1,0.00347
B4DK25,4,0.00612,2,0.00694
G3V2K8,0,0.0,2,0.00694
F8VX05,1,0.00153,0,0.0
ZN493,1,0.00153,0,0.0
PGRP2,42,0.06422,22,0.07639
K7ES59,7,0.0107,6,0.02083
G3V450,31,0.0474,23,0.07986
ZN501,1,0.00153,3,0.01042
H0YKI4,1,0.00153,0,0.0
F5GZ06,1,0.00153,1,0.00347
K7EMF5,0,0.0,1,0.00347
IQCE,1,0.00153,0,0.0
B0R0U3,5,0.00765,0,0.0
F8VSF8,4,0.00612,1,0.00347
B4DQW8,4,0.00612,1,0.00347
E7EUA9,2,0.00306,4,0.01389
ACOX2,1,0.00153,0,0.0
C9JJ10,1,0.00153,0,0.0
PPR21,28,0.04281,15,0.05208
EXOC2,39,0.05963,21,0.07292
B7Z8V7,23,0.03517,11,0.03819
D6RJ96,53,0.08104,50,0.17361
K7EK91,8,0.01223,3,0.01042
Q5TG36,2,0.00306,0,0.0
B5MCB3,1,0.00153,1,0.00347
D6RA96,6,0.00917,6,0.02083
GFI1B,1,0.00153,1,0.00347
E9PQP4,8,0.01223,7,0.02431
RHN2P,13,0.01988,8,0.02778
HMGB2,30,0.04587,16,0.05556
D6R9X9,0,0.0,1,0.00347
H7C3T2,2,0.00306,0,0.0
C9JI97,2,0.00306,0,0.0
CD2A2,1,0.00153,1,0.00347
B4DSG0,3,0.00459,0,0.0
B1AKP8,9,0.01376,5,0.01736
COX6C,107,0.16361,64,0.22222
F8W6L6,297,0.45413,192,0.66667
DCTN3,8,0.01223,2,0.00694
G3V2N2,1,0.00153,0,0.0
ADAT2,2,0.00306,1,0.00347
Q5T165,0,0.0,1,0.00347
ACTL8,6,0.00917,1,0.00347
RL3R1,1,0.00153,0,0.0
E5RGW4,49,0.07492,26,0.09028
F8WE84,52,0.07951,26,0.09028
B7Z8E3,0,0.0,1,0.00347
D6RB12,0,0.0,2,0.00694
I3L3D5,368,0.56269,216,0.75
SKT,38,0.0581,24,0.08333
B9A035,51,0.07798,20,0.06944
C9JWR9,10,0.01529,8,0.02778
C9JG41,13,0.01988,3,0.01042
B4DQH7,18,0.02752,12,0.04167
ABCAC,0,0.0,1,0.00347
S4A4,3,0.00459,1,0.00347
B7ZLS6,2,0.00306,4,0.01389
E9PLG5,1,0.00153,1,0.00347
Q3B794,10,0.01529,8,0.02778
H0YL19,56,0.08563,28,0.09722
OGDHL,4,0.00612,1,0.00347
UGGG1,293,0.44801,183,0.63542
J3KT73,59,0.09021,32,0.11111
BCL9L,1,0.00153,0,0.0
F5H1T5,27,0.04128,17,0.05903
E9PIM7,7,0.0107,10,0.03472
SNPC4,0,0.0,1,0.00347
A8MQ02,118,0.18043,81,0.28125
E9PPU1,50,0.07645,34,0.11806
TMA7,30,0.04587,18,0.0625
EVC,1,0.00153,0,0.0
B8ZZI0,35,0.05352,14,0.04861
MFN1,14,0.02141,7,0.02431
H7C1I0,3,0.00459,2,0.00694
A6NKP0,28,0.04281,17,0.05903
B3KY83,1,0.00153,1,0.00347
GP2,2,0.00306,2,0.00694
ZN394,2,0.00306,0,0.0
BT1A1,1,0.00153,0,0.0
HPLN1,3,0.00459,2,0.00694
TTC37,61,0.09327,43,0.14931
F5GYR8,258,0.3945,161,0.55903
DHB8,48,0.07339,34,0.11806
SHRM3,10,0.01529,11,0.03819
PALM,1,0.00153,0,0.0
K7EJY5,37,0.05657,26,0.09028
DHRS3,3,0.00459,5,0.01736
H3BQF0,1,0.00153,0,0.0
NR1D1,0,0.0,1,0.00347
KLH10,1,0.00153,0,0.0
CO5A1,102,0.15596,70,0.24306
TBG1,21,0.03211,16,0.05556
MP2K6,11,0.01682,4,0.01389
A8MPP7,12,0.01835,7,0.02431
AK17A,1,0.00153,2,0.00694
CB042,1,0.00153,2,0.00694
DCAF7,3,0.00459,1,0.00347
D6R9B1,1,0.00153,0,0.0
B1ALS0,19,0.02905,11,0.03819
K7EJW8,31,0.0474,24,0.08333
GIMA7,3,0.00459,5,0.01736
ELMO1,4,0.00612,6,0.02083
F2Z2C0,90,0.13761,64,0.22222
H0Y6X2,1,0.00153,0,0.0
RL7L,23,0.03517,14,0.04861
UBQL2,67,0.10245,46,0.15972
H0Y8P7,0,0.0,1,0.00347
PIM3,1,0.00153,0,0.0
B8ZZU9,2,0.00306,2,0.00694
RHG15,1,0.00153,0,0.0
F8W1M8,19,0.02905,7,0.02431
B3KM64,5,0.00765,5,0.01736
H3BMX9,5,0.00765,2,0.00694
TGS1,1,0.00153,0,0.0
CQ058,4,0.00612,0,0.0
C9JX13,0,0.0,1,0.00347
TAF5,10,0.01529,3,0.01042
D6RC71,13,0.01988,6,0.02083
E5RHB1,1,0.00153,0,0.0
K1551,1,0.00153,3,0.01042
E9PH70,3,0.00459,0,0.0
F5GY94,1,0.00153,0,0.0
TM231,1,0.00153,0,0.0
H3BP71,3,0.00459,2,0.00694
SPRE1,2,0.00306,0,0.0
I3L3C5,2,0.00306,0,0.0
C9JEH7,130,0.19878,90,0.3125
C9J413,3,0.00459,0,0.0
B5MC07,252,0.38532,170,0.59028
CJ055,4,0.00612,3,0.01042
K7EMD6,57,0.08716,37,0.12847
I3L163,14,0.02141,11,0.03819
SYIM,7,0.0107,4,0.01389
UAP1,39,0.05963,19,0.06597
B4DFK6,114,0.17431,74,0.25694
Q5QPV1,1,0.00153,1,0.00347
CPT1A,166,0.25382,95,0.32986
F8W998,105,0.16055,60,0.20833
A4F3V8,1,0.00153,0,0.0
T2R14,1,0.00153,0,0.0
F5H5S1,0,0.0,1,0.00347
B7ZKS7,4,0.00612,2,0.00694
J3KN91,1,0.00153,0,0.0
A6NF06,2,0.00306,0,0.0
H3BNA2,103,0.15749,56,0.19444
CTR1,13,0.01988,13,0.04514
F2Z2C2,1,0.00153,0,0.0
PIGO,14,0.02141,8,0.02778
F5GZR9,7,0.0107,7,0.02431
RYR1,5,0.00765,2,0.00694
J3QKM9,31,0.0474,18,0.0625
J3KTI8,5,0.00765,3,0.01042
H0Y9I8,0,0.0,3,0.01042
G3V1T4,16,0.02446,7,0.02431
H7BZ70,8,0.01223,4,0.01389
F8WDH9,0,0.0,1,0.00347
H7BXW3,39,0.05963,20,0.06944
A0AVL1,14,0.02141,5,0.01736
J3KQB0,51,0.07798,26,0.09028
B4DPY1,1,0.00153,2,0.00694
B4DN60,154,0.23547,107,0.37153
HCD2,192,0.29358,113,0.39236
CQ082,0,0.0,1,0.00347
POF1B,191,0.29205,122,0.42361
E7EWC8,1,0.00153,0,0.0
ERLN2,22,0.03364,17,0.05903
K7EK77,135,0.20642,80,0.27778
ARMX1,1,0.00153,0,0.0
Z804B,2,0.00306,1,0.00347
C9JD53,2,0.00306,2,0.00694
B4E258,1,0.00153,1,0.00347
MAD4,1,0.00153,0,0.0
Q7Z6H8,2,0.00306,1,0.00347
G8JLP2,46,0.07034,22,0.07639
DHE3,99,0.15138,51,0.17708
DMP4,0,0.0,1,0.00347
LEG1,269,0.41131,149,0.51736
H14,292,0.44648,193,0.67014
E7ENT4,2,0.00306,2,0.00694
I3L2F4,29,0.04434,21,0.07292
BAZ1A,27,0.04128,18,0.0625
H7C1N3,2,0.00306,1,0.00347
SCNNG,1,0.00153,0,0.0
E9PC26,1,0.00153,1,0.00347
ARRC,2,0.00306,0,0.0
ATG2B,1,0.00153,1,0.00347
ELP2,5,0.00765,4,0.01389
E7EQ72,67,0.10245,46,0.15972
F8VP47,3,0.00459,0,0.0
D6RJI4,9,0.01376,7,0.02431
WEE2,1,0.00153,2,0.00694
ERO1A,115,0.17584,71,0.24653
B4DW59,32,0.04893,27,0.09375
MPP5,1,0.00153,2,0.00694
B7ZL00,239,0.36544,148,0.51389
RPP38,2,0.00306,1,0.00347
B4E0Y4,1,0.00153,0,0.0
UGGG2,25,0.03823,18,0.0625
5HT3A,1,0.00153,0,0.0
H0YL72,7,0.0107,1,0.00347
TRIM4,0,0.0,1,0.00347
Q5T712,30,0.04587,12,0.04167
H0YAE6,5,0.00765,5,0.01736
F8WBE5,36,0.05505,23,0.07986
MMP7,2,0.00306,2,0.00694
DRB4,8,0.01223,3,0.01042
G3V4T7,1,0.00153,0,0.0
LRIQ4,1,0.00153,0,0.0
H3BTP5,0,0.0,1,0.00347
VATG3,2,0.00306,0,0.0
PININ,41,0.06269,19,0.06597
FUMH,280,0.42813,176,0.61111
F8W1V5,2,0.00306,1,0.00347
WSB1,1,0.00153,0,0.0
PDP1,10,0.01529,4,0.01389
DYL2,30,0.04587,16,0.05556
J3QSE8,0,0.0,1,0.00347
E5RIY4,9,0.01376,7,0.02431
J3KQM2,6,0.00917,3,0.01042
H3BSC0,10,0.01529,11,0.03819
C9J6J8,5,0.00765,2,0.00694
B1ALY0,1,0.00153,0,0.0
C9JTX5,2,0.00306,2,0.00694
F5H6M9,1,0.00153,0,0.0
MYO1G,43,0.06575,37,0.12847
XYLK,1,0.00153,0,0.0
M0QYF9,0,0.0,1,0.00347
E7EU84,6,0.00917,1,0.00347
H7C5W9,241,0.3685,150,0.52083
D6R975,1,0.00153,0,0.0
B4DEM6,5,0.00765,3,0.01042
STRN3,14,0.02141,11,0.03819
F5GX99,4,0.00612,2,0.00694
B4DFC9,62,0.0948,44,0.15278
PAAF1,1,0.00153,1,0.00347
YTDC2,3,0.00459,2,0.00694
B4DUA0,172,0.263,123,0.42708
D9IX66,18,0.02752,1,0.00347
K7EP32,4,0.00612,3,0.01042
C9JTQ8,0,0.0,1,0.00347
TOR4A,33,0.05046,22,0.07639
F8W6N3,7,0.0107,4,0.01389
FIBA,364,0.55657,225,0.78125
B3KRG4,2,0.00306,1,0.00347
SIN3A,11,0.01682,7,0.02431
ANR32,1,0.00153,0,0.0
G8JLK9,7,0.0107,2,0.00694
ACO11,51,0.07798,43,0.14931
F5GYP8,0,0.0,1,0.00347
E7ESL0,49,0.07492,33,0.11458
K7EK68,7,0.0107,0,0.0
E9PCH5,12,0.01835,9,0.03125
H0YA88,1,0.00153,0,0.0
C9JMK7,1,0.00153,1,0.00347
PELI1,1,0.00153,0,0.0
E5RJY0,2,0.00306,2,0.00694
F5H4K4,0,0.0,1,0.00347
K7ENR8,88,0.13456,54,0.1875
E5RIV4,3,0.00459,0,0.0
GLCNE,6,0.00917,2,0.00694
C9J9W2,156,0.23853,93,0.32292
H0YHU4,4,0.00612,6,0.02083
NFAC2,1,0.00153,5,0.01736
G8JLA8,351,0.5367,220,0.76389
H3BPF5,0,0.0,1,0.00347
F8VQY3,291,0.44495,175,0.60764
TCEA2,1,0.00153,1,0.00347
F8WDD4,3,0.00459,2,0.00694
NLTP,106,0.16208,70,0.24306
GBG13,1,0.00153,0,0.0
M0R257,8,0.01223,7,0.02431
RAB3D,48,0.07339,26,0.09028
E7EN24,167,0.25535,106,0.36806
CJ118,1,0.00153,1,0.00347
Q5QPE5,1,0.00153,2,0.00694
B4DJ10,1,0.00153,1,0.00347
E7EWR4,41,0.06269,27,0.09375
H0YHQ4,0,0.0,1,0.00347
F8VY86,11,0.01682,8,0.02778
AKAP9,18,0.02752,12,0.04167
ATRAP,4,0.00612,6,0.02083
B4DDX3,1,0.00153,1,0.00347
F5H5C2,86,0.1315,49,0.17014
F5H577,25,0.03823,16,0.05556
E7ESS6,1,0.00153,1,0.00347
H0YA47,29,0.04434,19,0.06597
NEP,14,0.02141,4,0.01389
ZC11A,1,0.00153,1,0.00347
B4DPP1,4,0.00612,1,0.00347
H0YM31,77,0.11774,51,0.17708
DJB11,47,0.07187,31,0.10764
RM44,96,0.14679,60,0.20833
2A5A,39,0.05963,29,0.10069
ITK,0,0.0,1,0.00347
F5H603,1,0.00153,0,0.0
ARHGQ,0,0.0,1,0.00347
XIRP2,9,0.01376,1,0.00347
HEM4,5,0.00765,1,0.00347
E9PH64,6,0.00917,2,0.00694
ROMO1,55,0.0841,25,0.08681
G3V274,21,0.03211,13,0.04514
H0YKF9,16,0.02446,8,0.02778
AMBP,98,0.14985,57,0.19792
TF3C1,14,0.02141,10,0.03472
CORA1,3,0.00459,2,0.00694
J3KS89,20,0.03058,14,0.04861
KANK3,1,0.00153,0,0.0
TSLP,1,0.00153,0,0.0
J3KN47,328,0.50153,189,0.65625
TSC1,2,0.00306,4,0.01389
H3BMX7,2,0.00306,0,0.0
ACHA,2,0.00306,0,0.0
DPYD,3,0.00459,0,0.0
TPPC1,12,0.01835,13,0.04514
G3V3F1,6,0.00917,2,0.00694
GOGA1,3,0.00459,5,0.01736
TI17B,10,0.01529,7,0.02431
F5GWI9,14,0.02141,9,0.03125
PR38B,21,0.03211,8,0.02778
C9IZ83,21,0.03211,13,0.04514
TLCD1,2,0.00306,0,0.0
ERLEC,9,0.01376,4,0.01389
BLID,0,0.0,1,0.00347
G5E9C8,1,0.00153,0,0.0
HMX3,25,0.03823,25,0.08681
PGAM1,80,0.12232,53,0.18403
F8W7F7,33,0.05046,20,0.06944
F8VUF6,143,0.21865,80,0.27778
DPOE3,1,0.00153,2,0.00694
M0QZH0,3,0.00459,3,0.01042
E9PG15,200,0.30581,108,0.375
B8ZZU6,0,0.0,1,0.00347
XPC,19,0.02905,7,0.02431
D6RJI2,41,0.06269,23,0.07986
E9PLE0,2,0.00306,0,0.0
H0YA82,0,0.0,1,0.00347
D6RFG6,0,0.0,1,0.00347
E9PKL9,128,0.19572,83,0.28819
COX7C,6,0.00917,2,0.00694
F167B,0,0.0,1,0.00347
CSPG2,9,0.01376,7,0.02431
B9EG95,1,0.00153,2,0.00694
H0Y9U6,1,0.00153,0,0.0
F5H1X8,38,0.0581,33,0.11458
RAB31,16,0.02446,9,0.03125
GOLM1,71,0.10856,23,0.07986
COASY,72,0.11009,39,0.13542
B4DRE6,42,0.06422,17,0.05903
GP124,1,0.00153,0,0.0
QRIC1,22,0.03364,13,0.04514
E7ER20,24,0.0367,14,0.04861
H7BYX6,3,0.00459,1,0.00347
H0YKD0,82,0.12538,50,0.17361
SLN11,1,0.00153,0,0.0
F5GWS8,9,0.01376,6,0.02083
E5RGT2,3,0.00459,3,0.01042
ECH1,101,0.15443,59,0.20486
C9JI91,35,0.05352,22,0.07639
B4E2K3,1,0.00153,0,0.0
B1AH48,97,0.14832,59,0.20486
ZPBP1,0,0.0,1,0.00347
E9PQD6,4,0.00612,3,0.01042
H0YHS6,59,0.09021,35,0.12153
E5RG26,2,0.00306,0,0.0
CPXM2,1,0.00153,0,0.0
F5H6T4,17,0.02599,15,0.05208
T183B,1,0.00153,0,0.0
K7EMM0,2,0.00306,3,0.01042
